Year,Board,School,Address,City,Area,energyNorm (ekWh/HDD),ghgNorm (kg/HDD)
2016-2017,Thames Valley DSB,John P Robarts PS,84 Bow ST,LONDON,66864,323.4,39.18
2016-2017,Thames Valley DSB,Knollwood Park PS,70 Gammage ST,LONDON,48685,270.2,40.08
2016-2017,Thames Valley DSB,Lambeth PS,6820 Duffield ST,LONDON,58571,239.7,26.09
2016-2017,Thames Valley DSB,London Env. Ed. Ctr. - Wellington Road,696 Wellington RD,LONDON,1572,6.9,0.25
2016-2017,Thames Valley DSB,London South CI,371 Tecumseh AVE E,LONDON,108382,562.2,63.37
2016-2017,Thames Valley DSB,Louise Arbour FI PS,365 Belfield ST,LONDON,103624,515.3,52.77
2016-2017,Thames Valley DSB,Montcalm SS,1350 Highbury AVE N,LONDON,204934,1113.8,127.52
2016-2017,Thames Valley DSB,Mountsfield PS,8 Mountsfield DR,LONDON,51290,292.4,42.11
2016-2017,Thames Valley DSB,Northbrae PS,335 Belfield ST,LONDON,45205,264.3,35.25
2016-2017,Thames Valley DSB,Orchard Park PS,50 Wychwood PK,LONDON,27868,145.1,19.11
2016-2017,Thames Valley DSB,Rick Hansen PS,70 Ponderosa CRES,LONDON,43938,175.2,16.84
2016-2017,Thames Valley DSB,Riverside PS,550 Pinetree DR,LONDON,45976,262.7,38.4
2016-2017,Thames Valley DSB,Saunders SS,941 Viscount RD,LONDON,306771,1642.3,209.05
2016-2017,Thames Valley DSB,Sir F. Banting Annex,127 Sherwood forest SQ,LONDON,14165,107.5,12.36
2016-2017,Thames Valley DSB,Sir Frederick Banting SS,125 Sherwood forest SQ,LONDON,213427,969.9,107.92
2016-2017,Thames Valley DSB,Sir Wilfrid Laurier SS,450 Millbank DR,LONDON,160694,925.8,112.32
2016-2017,Thames Valley DSB,St. George's PS,782 Waterloo ST,LONDON,42270,202.3,24.2
2016-2017,Thames Valley DSB,Nicholas Wilson PS,927 Osgoode DR,LONDON,33217,267.7,32.28
2016-2017,Thames Valley DSB,Northridge PS,25 Mclean DR,LONDON,57299,328.6,32.38
2016-2017,Thames Valley DSB,Oakridge SS,1040 Oxford ST W,LONDON,157885,956.3,119.46
2016-2017,Thames Valley DSB,Prince Charles PS,1601 Wavell ST,LONDON,57443,282.7,41.95
2016-2017,Thames Valley DSB,Princess Anne FI PS,191 Dawn DR,LONDON,43590,311.7,46.65
2016-2017,Thames Valley DSB,Princess Elizabeth PS,247 Thompson RD,LONDON,71963,358.8,52.27
2016-2017,Thames Valley DSB,Ryerson PS,940 Waterloo ST,LONDON,44864,220.2,32.28
2016-2017,Thames Valley DSB,Sir Georges Etienne Cartier PS,695 CHIDDINGTON AVE,LONDON,29342,194.6,22.96
2016-2017,Thames Valley DSB,Sir Isaac Brock PS,80 ST LAWRENCE BLVD,LONDON,38115,227,26.15
2016-2017,Thames Valley DSB,Sir John A. Macdonald PS,1150 Landor ST,LONDON,65412,380,54.85
2016-2017,Thames Valley DSB,Stoney Creek PS,1335 Nicole AVE,LONDON,74379,320.1,29.06
2016-2017,Thames Valley DSB,Stoneybrook PS,1460 Stoneybrook CRES,LONDON,36070,245.8,26.41
2016-2017,Thames Valley DSB,Tweedsmuir PS,349 Tweedsmuir AVE,LONDON,38610,196.9,29.61
2016-2017,Thames Valley DSB,University Heights PS,27 Ford CRES,LONDON,33756,270.7,33.64
2016-2017,Thames Valley DSB,Westminster SS,230 Base line RD W,LONDON,154903,736.1,92.83
2016-2017,Thames Valley DSB,Westmount PS,1011 Viscount RD,LONDON,63291,305.7,32.34
2016-2017,Thames Valley DSB,White Oaks PS,565 Bradley AVE,LONDON,141514,1206.9,117.41
2016-2017,Thames Valley DSB,Woodland Heights PS,474 Springbank DR,LONDON,58685,343.7,47.86
2016-2017,Thames Valley DSB,Tecumseh PS,401 Tecumseh AVE E,LONDON,44799,263.9,40.98
2016-2017,Thames Valley DSB,Trafalgar PS,919 Trafalgar ST,LONDON,44121,224.8,34.62
2016-2017,Thames Valley DSB,Victoria PS,130 Wharncliffe RD S,LONDON,44126,242.5,38.22
2016-2017,Thames Valley DSB,W. Sherwood Fox PS,660 Steeplechase DR,LONDON,59341,298.7,27.25
2016-2017,Thames Valley DSB,West Oak French Immersion,1050 Plantation RD,LONDON,50440,147,16.34
2016-2017,Thames Valley DSB,Westminster Central PS,2835 Westminster DR,LONDON,28115,152.8,22.51
2016-2017,Thames Valley DSB,Wilfrid Jury PS,950 Lawson RD,LONDON,91665,438.7,38.07
2016-2017,Thames Valley DSB,Wilton Grove PS,626 Osgoode DR,LONDON,53938,411.6,51.44
2016-2017,Thames Valley DSB,Wortley Road PS,301 Wortley RD,LONDON,36877,204.3,29.84
2016-2017,Thames Valley DSB,Wilberforce PS,340 Beech ST,LUCAN,51275,266.5,23.95
2016-2017,Thames Valley DSB,Caradoc PS,714 BOWAN ST E,MOUNT BRYDGES,42970,201.4,21.9
2016-2017,Thames Valley DSB,Emily Stowe PS,1 Jerdon ST RR 1,NORWICH,59212,255.8,27.67
2016-2017,Thames Valley DSB,North Middlesex DHS,100 Main St,Parkhill,71655,502,69.02
2016-2017,Thames Valley DSB,Parkhill-West Williams PS,204 McLeod St,Parkhill,25586,117.4,9.88
2016-2017,Thames Valley DSB,Plattsville & District PS,112 Mill St E,Plattsville,24961,183.3,23.76
2016-2017,Thames Valley DSB,Port Burwell PS,30 Strachan Street,Port Burwell,22938,120.8,17.33
2016-2017,Thames Valley DSB,Port Stanley PS,350 Carlow RD,PORT STANLEY,34627,161.8,19.14
2016-2017,Thames Valley DSB,Aldborough PS,11443 Furnival RD,RODNEY,38069,232.4,33.49
2016-2017,Thames Valley DSB,Springfield PS,51336 Ron mcneil LINE GD,SPRINGFIELD,24154,151,20.12
2016-2017,Thames Valley DSB,Balaclava Street Education Centre,20 Balaclava ST,ST THOMAS,30882,257.1,40.15
2016-2017,Thames Valley DSB,Central Elgin CI,201 Chestnut ST,ST THOMAS,98920,628.4,81.44
2016-2017,Thames Valley DSB,Elgin Court PS,254 First AVE,ST THOMAS,40591,252.8,38.09
2016-2017,Thames Valley DSB,Arthur Voaden SS,41 Flora ST,ST THOMAS,175899,1040.9,141.89
2016-2017,Thames Valley DSB,Forest Park PS,295 Forest AVE,ST THOMAS,45973,207.7,25.37
2016-2017,Thames Valley DSB,John Wise PS,100 Parkside DR,ST THOMAS,57339,199.8,16.47
2016-2017,Thames Valley DSB,June Rose Callwood PS,84 Edward ST,ST THOMAS,46249,194,20.29
2016-2017,Thames Valley DSB,Locke's PS,20 South edgeware RD,ST THOMAS,57566,248.1,26.82
2016-2017,Thames Valley DSB,Facility Services - Zone 4,259 EDWARD ST,ST THOMAS,8105,145.2,23.36
2016-2017,Thames Valley DSB,Mitchell Hepburn PS,95 Raven AVE,ST THOMAS,64122,207.8,18.33
2016-2017,Thames Valley DSB,New Sarum PS,9473 Belmont RD RR 3,ST THOMAS,33381,206.3,27.95
2016-2017,Thames Valley DSB,P.E. Trudeau FI PS,112 Churchill CRES,ST THOMAS,54142,233.9,25.6
2016-2017,Thames Valley DSB,Parkside CI,241 Sunset DR,ST THOMAS,149138,765.5,77.44
2016-2017,Thames Valley DSB,Southwold PS,39261 Fingal LINE RR 1,ST THOMAS,55473,302.1,39.79
2016-2017,Thames Valley DSB,Sparta PS,45885 Sparta LINE RR 4,ST THOMAS,26974,183.7,27.18
2016-2017,Thames Valley DSB,Straffordville PS,9188 Plank RD GD,STRAFFORDVILLE,44793,286.5,41.89
2016-2017,Thames Valley DSB,Caradoc North PS,8041 Scotchmere DR RR 1,STRATHROY,18320,129.6,15.62
2016-2017,Thames Valley DSB,Adelaide - W G MacDonald PS,29059 School RD RR 5,STRATHROY,28966,165.8,21.55
2016-2017,Thames Valley DSB,J.S. Buchanan FI PS,248 Keefer ST,STRATHROY,31579,180.9,24.11
2016-2017,Thames Valley DSB,Mary Wright PS,213 Carroll ST W,STRATHROY,57216,168,15.82
2016-2017,Thames Valley DSB,North Meadows PS,82 Middlesex DR,STRATHROY,50633,402,46.99
2016-2017,Thames Valley DSB,Strathroy DCI,361 Second ST,STRATHROY,164974,1392.9,130.29
2016-2017,Thames Valley DSB,Tavistock PS,79 Maria St,Tavistock,42528,229,32.22
2016-2017,Thames Valley DSB,Thamesford PS,130 McCarty St,Thamesford,32905,156.5,20.5
2016-2017,Thames Valley DSB,West Nissouri PS,37 Elliott TRAIL RR 1,THORNDALE,41661,159.6,14.94
2016-2017,Thames Valley DSB,Annandale PS,60 Tillson AVE,TILLSONBURG,64867,417.8,57.06
2016-2017,Thames Valley DSB,Glendale HS,37 Glendale DR,TILLSONBURG,141458,860.2,117.81
2016-2017,Thames Valley DSB,Maple Lane PS,25 Maple LANE,TILLSONBURG,31431,151.5,24.53
2016-2017,Thames Valley DSB,South Ridge PS,10 South ridge RD,TILLSONBURG,41075,174.2,19.63
2016-2017,Thames Valley DSB,Westfield PS,102 Dereham Dr,TILLSONBURG,58032,151.9,15.04
2016-2017,Thames Valley DSB,West Elgin Sr PS,145 GRAHAM ST,WEST LORNE,35198,150.4,16.8
2016-2017,Thames Valley DSB,West Elgin SS,139 Graham ST,WEST LORNE,95735,787.5,113.54
2016-2017,Thames Valley DSB,Blossom Park Education Centre,391 Blossom park RD,WOODSTOCK,9924,111.2,15.51
2016-2017,Thames Valley DSB,Central PS,410 Hunter ST,WOODSTOCK,44369,330,46.54
2016-2017,Thames Valley DSB,College Avenue SS,700 College AVE,WOODSTOCK,159410,1068.5,149.06
2016-2017,Thames Valley DSB,Algonquin PS,59 Algonquin RD,WOODSTOCK,66011,409,44.01
2016-2017,Thames Valley DSB,East Oxford Central PS,505767 Old stage RD RR 4,WOODSTOCK,28266,174.4,26.55
2016-2017,Thames Valley DSB,Eastdale PS,65 Aileen DR,WOODSTOCK,25037,139.7,18.65
2016-2017,Thames Valley DSB,Facility Services - Zone 3,745 Hounsfield ST,WOODSTOCK,5705,162.3,27.24
2016-2017,Thames Valley DSB,Huron Park SS,900 Cromwell ST,WOODSTOCK,149651,944.1,130.63
2016-2017,Thames Valley DSB,Northdale PS,290 Victoria ST N,WOODSTOCK,29794,173.4,22.09
2016-2017,Thames Valley DSB,Springbank PS,1060 Sprucedale RD,WOODSTOCK,45660,235.3,24.42
2016-2017,Thames Valley DSB,Oliver Stephens PS,164 Fyfe AVE,WOODSTOCK,39891,222.2,25.54
2016-2017,Thames Valley DSB,Roch Carrier FI PS,840 Sloane ST,WOODSTOCK,34175,217.2,25.5
2016-2017,Thames Valley DSB,Southside PS,360 Albert ST,WOODSTOCK,24176,135.5,14.17
2016-2017,Thames Valley DSB,Winchester Street PS,110 WINCHESTER ST,WOODSTOCK,44416,189.3,20.15
2016-2017,Thames Valley DSB,Woodstock CI,35 Riddell ST,WOODSTOCK,95271,526.5,75.58
2016-2017,Thames Valley DSB,Vansittart Woods Env. Ed Centre,"Blanford Road at Township Road 3, RR 5",Woodstock,4521,25.8,4.78
2016-2017,Thunder Bay CDSB,Bishop E.Q. Jennings Sr. E S,775 John St.,Thunder Bay,29959,185.8,27.01
2016-2017,Thunder Bay CDSB,Bishop Gallagher Sr E S,159 Clayte St,Thunder Bay,33638,202.3,13.3
2016-2017,Thunder Bay CDSB,Corpus Christi Sep S,110 Marlborough Rd,Thunder Bay,29339,158.6,23.46
2016-2017,Thunder Bay CDSB,Education Centre,459 West Victoria Ave,Thunder Bay,20079,64.2,3.91
2016-2017,Thunder Bay CDSB,Holy Cross Sep S,420 Brittany Dr,Thunder Bay,32155,122.8,14.66
2016-2017,Thunder Bay CDSB,Holy Family Sep S,1205 Rosslyn Road,Thunder Bay,24236,117.9,16.56
2016-2017,Thunder Bay CDSB,Our Lady of Charity Sep S,370 County Blvd,Thunder Bay,34295,143.1,19.81
2016-2017,Thunder Bay CDSB,Pope John Paul II,205 S Franklin St,Thunder Bay,67404,208.4,27.57
2016-2017,Thunder Bay CDSB,St Francis Sep S,600 W Redwood Ave,Thunder Bay,19067,52.6,1.87
2016-2017,Thunder Bay CDSB,St Ignatius SS,285 Gibson St,Thunder Bay,146439,806.1,109.13
2016-2017,Thunder Bay CDSB,St Jude Sep S,345 Ogden St,Thunder Bay,21155,56.6,3.18
2016-2017,Thunder Bay CDSB,St Paul,539 Grenville Ave,Thunder Bay,17495,125.7,17.16
2016-2017,Thunder Bay CDSB,St Pius X Sep S,140 South Clarkson Ave,Thunder Bay,27180,150.5,20.07
2016-2017,Thunder Bay CDSB,St Ann Sep S,1130 Georgina Ave,Thunder Bay,27806,155.5,24.04
2016-2017,Thunder Bay CDSB,St Bernard Sep S,655 River St,Thunder Bay,50636,221,29.61
2016-2017,Thunder Bay CDSB,St Elizabeth Sep S,735 South Selkirk Ave,Thunder Bay,22494,129,19.68
2016-2017,Thunder Bay CDSB,St Margaret Sep S,89 Clayte St,Thunder Bay,24573,114.7,16.97
2016-2017,Thunder Bay CDSB,St Martin School,115 W.Mary Street,Thunder Bay,67843,352.2,40.11
2016-2017,Thunder Bay CDSB,St Patrick HS,621 S Selkirk St,Thunder Bay,201783,1211.1,183.6
2016-2017,Thunder Bay CDSB,St Vincent Sep S,150 West Redwood Ave,Thunder Bay,22528,119.2,17.12
2016-2017,Thunder Bay CDSB,St. Thomas Aquinas,2645 Donald Street East,Thunder Bay,24267,95.7,12.96
2016-2017,Toronto CDSB,Blessed Pier Giorgio Frassati,8 Seasons Drive,North York,48600,217.3,24.16
2016-2017,Toronto CDSB,East Facilities,97 Railside Road,North York,32098,302,42.97
2016-2017,Toronto CDSB,Jean Vanier,959 Midland Ave,Scarborough,128638,976.7,125.52
2016-2017,Toronto CDSB,Annunciation,65 Avonwick Gate,Toronto,30559,215.2,33.25
2016-2017,Toronto CDSB,Archbishop Romero,99 Humber Blvd,Toronto,157099,1164.2,143.69
2016-2017,Toronto CDSB,Bishop Allen Academy,721 Royal York Rd,Toronto,159123,1179.8,127.96
2016-2017,Toronto CDSB,Blessed Sacrament,24 Bedford Park Ave,Toronto,44703,290.4,43.13
2016-2017,Toronto CDSB,Blessed Trinity,3205 Bayview Ave,Toronto,35729,311.4,47.84
2016-2017,Toronto CDSB,Cardinal Leger Catholic School,600 Morrish Rd,Toronto,49318,256.1,27.13
2016-2017,Toronto CDSB,Chaminade College,490 Queens Dr,Toronto,92804,659,91.03
2016-2017,Toronto CDSB,D'Arcy McGee,20 Bansley Ave,Toronto,82032,600.1,84.13
2016-2017,Toronto CDSB,Don Bosco,2 St Andrews Blvd,Toronto,132654,926.4,119.65
2016-2017,Toronto CDSB,Father Serra,111 Sun Row Dr,Toronto,39090,312.2,42.48
2016-2017,Toronto CDSB,Francis Libermann,4640 Finch Ave E,Toronto,91556,619.7,67.87
2016-2017,Toronto CDSB,Holy Angels,65 Jutland Rd,Toronto,36177,362.4,46.5
2016-2017,Toronto CDSB,Holy Redeemer,111 Aspenwood Dr,Toronto,23864,189.5,29.22
2016-2017,Toronto CDSB,Holy Rosary,308 Tweedsmuir Ave,Toronto,35725,202.2,32.16
2016-2017,Toronto CDSB,Holy Spirit,3530 Sheppard Ave E,Toronto,38404,322.6,47.79
2016-2017,Toronto CDSB,All Saints,1435 Royal York Road,Toronto,63633,315.6,30.16
2016-2017,Toronto CDSB,Bishop F Marrocco - T Merton,1515 Bloor St W,Toronto,267903,2013.7,249.88
2016-2017,Toronto CDSB,Blessed John XXIII,175 Grenoble Dr,Toronto,41484,233.4,32.37
2016-2017,Toronto CDSB,Blessed Margherita,108 Spenvalley Dr,Toronto,35187,187.4,27.2
2016-2017,Toronto CDSB,Brebeuf College,211 Steeles Avenue East,Toronto,146475,1048.6,106.12
2016-2017,Toronto CDSB,Canadian Martyrs,520 Plains Rd,Toronto,37385,295,39.7
2016-2017,Toronto CDSB,Cardinal Carter Academy for the Arts,36 Greenfield Ave,Toronto,61053,571.1,61.32
2016-2017,Toronto CDSB,Christ the King,3672 Lakeshore Blvd,Toronto,32920,228.1,32.9
2016-2017,Toronto CDSB,Dante Alighieri Academy,60 Playfair Ave,Toronto,102429,690.3,87.08
2016-2017,Toronto CDSB,Dante Alighieri Beatrice Campus,50 Ameer Ave,Toronto,121980,840.8,112.99
2016-2017,Toronto CDSB,Epiphany of Our Lord Academy,3150 Pharmacy Ave,Toronto,26092,212.5,32.26
2016-2017,Toronto CDSB,Father Henry Carr,1760 Martin Grove Rd,Toronto,120319,954,112.2
2016-2017,Toronto CDSB,Father John Redmond,28 Colonel Samuel Smith Park Drive,Toronto,130093,717.4,70.11
2016-2017,Toronto CDSB,Holy Cross CS,299A Donlands Ave,Toronto,41226,197.1,27.84
2016-2017,Toronto CDSB,Holy Family,141 Close Ave,Toronto,56894,359,48.62
2016-2017,Toronto CDSB,Holy Name,690 Carlaw Ave,Toronto,76768,329.8,44.42
2016-2017,Toronto CDSB,Immaculate Conception,23 Comay Rd,Toronto,55079,297.3,31.1
2016-2017,Toronto CDSB,Immaculate Heart of Mary,101 Birchmount Rd,Toronto,28718,140.2,19.76
2016-2017,Toronto CDSB,James Cardinal McGuigan,1440 Finch Ave W,Toronto,126584,939,107.53
2016-2017,Toronto CDSB,James Culnan,605 Willard Ave,Toronto,68006,483.9,68.19
2016-2017,Toronto CDSB,Josyf Cardinal Slipyj Catholic School,35 West Deane Park Dr,Toronto,53665,387.5,49.59
2016-2017,Toronto CDSB,Mary Ward Catholic,3200 Kennedy Rd,Toronto,155409,1286.6,144.2
2016-2017,Toronto CDSB,Michael Power - St Joseph,105 Eringate Dr,Toronto,224252,1414,134.74
2016-2017,Toronto CDSB,Mother Cabrini,720 Renforth Dr,Toronto,26565,145,19.37
2016-2017,Toronto CDSB,Msgr Fraser College Norfich,45 Norfinch Dr,Toronto,95438,512.3,62.94
2016-2017,Toronto CDSB,Msgr John Corrigan,100 Royalcrest Rd,Toronto,32259,281.8,37.89
2016-2017,Toronto CDSB,Msgr Percy Johnson,2170 Kipling Avenue,Toronto,140426,956.1,104.07
2016-2017,Toronto CDSB,North Curriculum (formerly Our Lady of Mount Carmel CS),270 Cherokee Blvd,Toronto,29246,252.2,40.2
2016-2017,Toronto CDSB,Notre Dame,12 Malvern Ave,Toronto,68512,342.6,48.85
2016-2017,Toronto CDSB,Our Lady of Fatima,3176 St. Clair Ave East,Toronto,67037,622.2,72.1
2016-2017,Toronto CDSB,Our Lady of Peace,70 Mattice Ave,Toronto,49758,339.2,44.96
2016-2017,Toronto CDSB,Our Lady of Perpetual Help,1-1/2 Garfield Ave,Toronto,29988,222.4,34.83
2016-2017,Toronto CDSB,Our Lady of Sorrows Catholic School,32 Montgomery Road,Toronto,68747,532.5,63.24
2016-2017,Toronto CDSB,Pope John Paul II,685 Military Tr,Toronto,151216,1153.1,107.24
2016-2017,Toronto CDSB,Pope Paul,270 Laughton Ave,Toronto,44849,251.7,33.8
2016-2017,Toronto CDSB,Precious Blood,1035 Pharmacy Ave,Toronto,40892,258.9,39.67
2016-2017,Toronto CDSB,Santa Maria,25 Avon Ave,Toronto,27717,170.4,23.45
2016-2017,Toronto CDSB,Senator O'Connor College,60 Rowena Drive,Toronto,135493,1178.5,107.94
2016-2017,Toronto CDSB,Senhor Santo Cristo,30 Humbert St,Toronto,53938,507.1,78.85
2016-2017,Toronto CDSB,St Albert,1125 Midland Ave,Toronto,51800,395.8,51.86
2016-2017,Toronto CDSB,St Alphonsus,60 Atlas Ave,Toronto,48674,380.2,59.84
2016-2017,Toronto CDSB,St Ambrose,20 Coules Court,Toronto,37782,207.6,24.1
2016-2017,Toronto CDSB,Loretto College,151 Rosemount Avenue,Toronto,78447,583.9,68.31
2016-2017,Toronto CDSB,Madonna Catholic,20 Dubray Ave,Toronto,78458,585.7,85.21
2016-2017,Toronto CDSB,Marshall McLuhan,1107 AVENUE RD,Toronto,149336,947.6,93.92
2016-2017,Toronto CDSB,Msgr Fraser College - Midland North,100 Fundy bay blvd,Toronto,35758,122.8,4.37
2016-2017,Toronto CDSB,Msgr Fraser College (Isabella Campus),146 Isabella St,Toronto,25629,199.4,29.51
2016-2017,Toronto CDSB,Msgr Fraser College Annex Campus & Orientation,700 Markham St,Toronto,38320,315.8,49.49
2016-2017,Toronto CDSB,Msgr. Fraser (Midland Campus),2900 Midland Ave,Toronto,36627,366,50.61
2016-2017,Toronto CDSB,Nativity of Our Lord,35 Saffron Crescent,Toronto,39017,250,35.25
2016-2017,Toronto CDSB,Neil McNeil,127 Victoria Park Ave,Toronto,83417,606.6,84.64
2016-2017,Toronto CDSB,Our Lady of Grace,121 Brimwood Blvd,Toronto,30913,170.7,20.17
2016-2017,Toronto CDSB,Our Lady of Guadalupe,3105 Don Mills Rd,Toronto,25004,230.5,32.52
2016-2017,Toronto CDSB,Our Lady of Lourdes,444 Sherbourne St,Toronto,69104,532.5,52.72
2016-2017,Toronto CDSB,Our Lady of the Assumption,125 Glenmount Ave,Toronto,30115,215.4,26.15
2016-2017,Toronto CDSB,Our Lady of Victory,70 Guestville Avenue,Toronto,67619,437.7,50.3
2016-2017,Toronto CDSB,Our Lady of Wisdom,10 Japonica Rd,Toronto,33357,264.8,40.73
2016-2017,Toronto CDSB,Prince of Peace,255 Alton Towers Cir,Toronto,40289,206.1,24.68
2016-2017,Toronto CDSB,Regina Mundi,70 Playfair Ave,Toronto,34637,297.7,37.77
2016-2017,Toronto CDSB,Sacred Heart,75 Hupfield Tr,Toronto,41226,254.2,29.84
2016-2017,Toronto CDSB,St Agatha,49 Cathedral Bluffs Dr,Toronto,41039,225.3,29.06
2016-2017,Toronto CDSB,St Agnes,280 Otonabee Ave,Toronto,27016,298.2,42.04
2016-2017,Toronto CDSB,St Aidan,3521 Finch Ave E,Toronto,36332,318.8,47.08
2016-2017,Toronto CDSB,St Andre,36 Yvonne Avenue,Toronto,50321,184.4,18.37
2016-2017,Toronto CDSB,St Andrew,2533 Kipling Ave,Toronto,65180,381.3,48.89
2016-2017,Toronto CDSB,St Angela,220 Mt Olive Dr,Toronto,68889,628.8,87.41
2016-2017,Toronto CDSB,St Anselm,182 Bessborough Drive,Toronto,35737,195.4,26.78
2016-2017,Toronto CDSB,St Anthony,130 Shanly St,Toronto,50214,398.1,42.88
2016-2017,Toronto CDSB,St Antoine Daniel,160 Finch Ave W,Toronto,34884,241.1,33.64
2016-2017,Toronto CDSB,St Bartholomew,51 Heather Rd,Toronto,27348,138.5,21.99
2016-2017,Toronto CDSB,St Basil the Great College,20 Starview Lane,Toronto,171835,1449.5,156.32
2016-2017,Toronto CDSB,St Bede Catholic,521 Sewells Rd,Toronto,42108,229,26.46
2016-2017,Toronto CDSB,St Boniface,20 Markanna Dr,Toronto,40248,200.1,25.09
2016-2017,Toronto CDSB,St Brendan,186 Centennial Rd,Toronto,53852,364.7,46.89
2016-2017,Toronto CDSB,St Brigid,50 Woodmount Ave,Toronto,64375,362.7,54.11
2016-2017,Toronto CDSB,St Charles Garnier,20 Stong Ct,Toronto,43656,361.1,52.92
2016-2017,Toronto CDSB,St Charles,50 Claver Ave,Toronto,38163,195.3,29.5
2016-2017,Toronto CDSB,St Clare,124 Northcliffe Blvd,Toronto,65352,422.8,66.44
2016-2017,Toronto CDSB,St Cyril,18 Kempford Blvd,Toronto,29051,197.8,28.92
2016-2017,Toronto CDSB,St Denis,67 Balsam Ave,Toronto,25500,128.8,18.28
2016-2017,Toronto CDSB,St Dominic Savio,50 Tideswell Blvd.,Toronto,41064,344.3,42.07
2016-2017,Toronto CDSB,St Elizabeth Sep S,5 Redcar Ave,Toronto,24018,156.5,21.29
2016-2017,Toronto CDSB,St Elizabeth Seton Sep S,25 Havenview Rd,Toronto,37523,214.4,25.6
2016-2017,Toronto CDSB,St Eugene Sep S,30 Westroyal Rd,Toronto,26975,339.3,48.14
2016-2017,Toronto CDSB,St Francis of Assisi,80 Clinton St,Toronto,36908,173.6,24.83
2016-2017,Toronto CDSB,St Francis Xavier,53 Gracefield Ave,Toronto,48585,273.6,39.18
2016-2017,Toronto CDSB,St Gabriel Lalemant,160 Crow Trail,Toronto,27866,174.8,6.22
2016-2017,Toronto CDSB,St Helen,1196 College St,Toronto,86337,402.7,46.12
2016-2017,Toronto CDSB,St Henry,100 Bamburgh Circle,Toronto,38524,203.4,27.52
2016-2017,Toronto CDSB,St Ignatius of Loyola,2350 McCowan Rd,Toronto,31011,333.1,44.48
2016-2017,Toronto CDSB,St Augustine of Canterbury,98 Shoreham Dr,Toronto,51855,409.2,61.45
2016-2017,Toronto CDSB,St Barbara,25 Janray Dr,Toronto,36160,210.1,31.01
2016-2017,Toronto CDSB,St Barnabas,30 Washburn Way,Toronto,40514,448.6,67.47
2016-2017,Toronto CDSB,St Benedict,2202 Kipling Ave,Toronto,62182,320.4,44.82
2016-2017,Toronto CDSB,St Bernard,12 Duckworth Ave,Toronto,36743,291.5,40.12
2016-2017,Toronto CDSB,St Bonaventure,1340 Leslie St,Toronto,34434,395.8,56.16
2016-2017,Toronto CDSB,St Bruno,402 Melita Cres,Toronto,45101,348.9,50.01
2016-2017,Toronto CDSB,St Catherine,30 Roanoke Rd,Toronto,19354,189,30.61
2016-2017,Toronto CDSB,St Cecilia,355 Annette St,Toronto,53029,240,35.26
2016-2017,Toronto CDSB,St Clement,4319 Bloor St W,Toronto,32728,199.2,24.4
2016-2017,Toronto CDSB,St Columba Catholic,10 John Taber Trail,Toronto,36425,311,46.81
2016-2017,Toronto CDSB,St Conrad,5 Exbury Road,Toronto,54828,391.1,47.63
2016-2017,Toronto CDSB,St Dorothy,155 John Garland Blvd,Toronto,67404,402.9,44.78
2016-2017,Toronto CDSB,St Dunstan,14 Pharmacy Ave,Toronto,36202,180.1,27.34
2016-2017,Toronto CDSB,St Edmund Campion,30 Highcastle Rd,Toronto,25370,170.7,24.13
2016-2017,Toronto CDSB,St Fidelis S,9 Bannerman St,Toronto,43139,264.2,34.14
2016-2017,Toronto CDSB,St Florence,101 Murison Blvd,Toronto,29407,196.3,25.79
2016-2017,Toronto CDSB,St Francis de Sales,333 Firgrove Ave,Toronto,52205,370.9,45.89
2016-2017,Toronto CDSB,St Gabriel,396 Spring Garden Ave,Toronto,40483,306.6,47.21
2016-2017,Toronto CDSB,St Gerald,200 Old Sheppard Ave,Toronto,37125,350.1,48.4
2016-2017,Toronto CDSB,St Gregory,126 Rathburn Road,Toronto,72237,660.7,89.12
2016-2017,Toronto CDSB,St Isaac Jogues,1330 York Mills Rd,Toronto,27932,171,25.59
2016-2017,Toronto CDSB,St James,230 Humbercrest Blvd,Toronto,27060,163.4,23.87
2016-2017,Toronto CDSB,St Jane Frances,2745 Jane St,Toronto,78424,560.6,60.98
2016-2017,Toronto CDSB,St Jean de Brebeuf,101 Dean Pk Rd,Toronto,25552,128.9,4.58
2016-2017,Toronto CDSB,St Jerome,111 Sharpcroft Blvd,Toronto,39987,234.8,34.37
2016-2017,Toronto CDSB,St Joachim,3395 St Clair Ave E,Toronto,29903,201.6,25.7
2016-2017,Toronto CDSB,St Joseph,176 Leslie St,Toronto,38050,273.4,40.45
2016-2017,Toronto CDSB,St Josephs College,74 Wellesley St W,Toronto,103528,550.1,76.74
2016-2017,Toronto CDSB,St Jude,3251 Weston Rd,Toronto,58373,296.1,42.12
2016-2017,Toronto CDSB,St Leonard,100 Ravel Rd,Toronto,23821,232.4,37.83
2016-2017,Toronto CDSB,St Louis,11 Morgan Ave,Toronto,30257,236.8,32.23
2016-2017,Toronto CDSB,St Luke,319 Ossington Ave,Toronto,54218,292.4,37.35
2016-2017,Toronto CDSB,St Marguerite Bourgeoys,75 Alexmuir Blvd,Toronto,27265,174.3,27.11
2016-2017,Toronto CDSB,St Maria Goretti,21 Kenmark Blvd,Toronto,79201,587.5,57.42
2016-2017,Toronto CDSB,St Mark,45 Cloverhill Rd,Toronto,38782,269.7,31.54
